Starting Location,Starting Altitude(ft),Starting Velocity(fps),Starting Elapsed Time(s),Starting Thrust Points,Move Type,Move Direction,Ending Location,Ending Altitude(ft),Ending Velocity(fps),Ending Elapsed Time(s),Ending Thrust Points
J6,200.0,200.0,95.53968253968253,402.5,CRUISE,E,K6,200.0,200.0,96.53968253968253,401.5
K6,200.0,200.0,96.53968253968253,401.5,CRUISE,E,L6,200.0,200.0,97.53968253968253,400.5
L6,200.0,200.0,97.53968253968253,400.5,CRUISE,E,M6,200.0,200.0,98.53968253968253,399.5
M6,200.0,200.0,98.53968253968253,399.5,CRUISE,E,N6,200.0,200.0,99.53968253968253,398.5
N6,200.0,200.0,99.53968253968253,398.5,CRUISE,E,O6,200.0,200.0,100.53968253968253,397.5
O6,200.0,200.0,100.53968253968253,397.5,CRUISE,E,P6,200.0,200.0,101.53968253968253,396.5
P6,200.0,200.0,101.53968253968253,396.5,CRUISE,E,Q6,200.0,200.0,102.53968253968253,395.5
Q6,200.0,200.0,102.53968253968253,395.5,CRUISE,E,R6,200.0,200.0,103.53968253968253,394.5
R6,200.0,200.0,103.53968253968253,394.5,CRUISE,E,S6,200.0,200.0,104.53968253968253,393.5
S6,200.0,200.0,104.53968253968253,393.5,CRUISE,E,T6,200.0,200.0,105.53968253968253,392.5
T6,200.0,200.0,105.53968253968253,392.5,CRUISE,E,U6,200.0,200.0,106.53968253968253,391.5
U6,200.0,200.0,106.53968253968253,391.5,CRUISE,E,V6,200.0,200.0,107.53968253968253,390.5
V6,200.0,200.0,107.53968253968253,390.5,CRUISE,E,W6,200.0,200.0,108.53968253968253,389.5
W6,200.0,200.0,108.53968253968253,389.5,CRUISE,E,X6,200.0,200.0,109.53968253968253,388.5
X6,200.0,200.0,109.53968253968253,388.5,CRUISE,E,Y6,200.0,200.0,110.53968253968253,387.5
Y6,200.0,200.0,110.53968253968253,387.5,CRUISE,E,Z6,200.0,200.0,111.53968253968253,386.5
Z6,200.0,200.0,111.53968253968253,386.5,CRUISE,E,AA6,200.0,200.0,112.53968253968253,385.5
AA6,200.0,200.0,112.53968253968253,385.5,CRUISE,S,AA7,200.0,200.0,113.53968253968253,384.5
AA7,200.0,200.0,113.53968253968253,384.5,CRUISE,W,Z7,200.0,200.0,114.53968253968253,383.5
Z7,200.0,200.0,114.53968253968253,383.5,CRUISE,W,Y7,200.0,200.0,115.53968253968253,382.5
Y7,200.0,200.0,115.53968253968253,382.5,CRUISE,W,X7,200.0,200.0,116.53968253968253,381.5
X7,200.0,200.0,116.53968253968253,381.5,CRUISE,W,W7,200.0,200.0,117.53968253968253,380.5
W7,200.0,200.0,117.53968253968253,380.5,CRUISE,W,V7,200.0,200.0,118.53968253968253,379.5
V7,200.0,200.0,118.53968253968253,379.5,CRUISE,W,U7,200.0,200.0,119.53968253968253,378.5
U7,200.0,200.0,119.53968253968253,378.5,CRUISE,W,T7,200.0,200.0,120.53968253968253,377.5
T7,200.0,200.0,120.53968253968253,377.5,CRUISE,W,S7,200.0,200.0,121.53968253968253,376.5
S7,200.0,200.0,121.53968253968253,376.5,CRUISE,W,R7,200.0,200.0,122.53968253968253,375.5
R7,200.0,200.0,122.53968253968253,375.5,CRUISE,W,Q7,200.0,200.0,123.53968253968253,374.5
Q7,200.0,200.0,123.53968253968253,374.5,CRUISE,W,P7,200.0,200.0,124.53968253968253,373.5
P7,200.0,200.0,124.53968253968253,373.5,CRUISE,W,O7,200.0,200.0,125.53968253968253,372.5
O7,200.0,200.0,125.53968253968253,372.5,CRUISE,W,N7,200.0,200.0,126.53968253968253,371.5
N7,200.0,200.0,126.53968253968253,371.5,CRUISE,W,M7,200.0,200.0,127.53968253968253,370.5
M7,200.0,200.0,127.53968253968253,370.5,CRUISE,W,L7,200.0,200.0,128.53968253968253,369.5
L7,200.0,200.0,128.53968253968253,369.5,CRUISE,W,K7,200.0,200.0,129.53968253968253,368.5
K7,200.0,200.0,129.53968253968253,368.5,CRUISE,W,J7,200.0,200.0,130.53968253968253,367.5
J7,200.0,200.0,130.53968253968253,367.5,CRUISE,W,I7,200.0,200.0,131.53968253968253,366.5
I7,200.0,200.0,131.53968253968253,366.5,CRUISE,W,H7,200.0,200.0,132.53968253968253,365.5
H7,200.0,200.0,132.53968253968253,365.5,CRUISE,W,G7,200.0,200.0,133.53968253968253,364.5
G7,200.0,200.0,133.53968253968253,364.5,CRUISE,W,F7,200.0,200.0,134.53968253968253,363.5
F7,200.0,200.0,134.53968253968253,363.5,CRUISE,W,E7,200.0,200.0,135.53968253968253,362.5
E7,200.0,200.0,135.53968253968253,362.5,CRUISE,W,D7,200.0,200.0,136.53968253968253,361.5
D7,200.0,200.0,136.53968253968253,361.5,CRUISE,W,C7,200.0,200.0,137.53968253968253,360.5
C7,200.0,200.0,137.53968253968253,360.5,CRUISE,W,B7,200.0,200.0,138.53968253968253,359.5
B7,200.0,200.0,138.53968253968253,359.5,CRUISE,S,B8,200.0,200.0,139.53968253968253,358.5
B8,200.0,200.0,139.53968253968253,358.5,CRUISE,S,B9,200.0,200.0,140.53968253968253,357.5
B9,200.0,200.0,140.53968253968253,357.5,CRUISE,E,C9,200.0,200.0,141.53968253968253,356.5
C9,200.0,200.0,141.53968253968253,356.5,CRUISE,N,C8,200.0,200.0,142.53968253968253,355.5
C8,200.0,200.0,142.53968253968253,355.5,CRUISE,E,D8,200.0,200.0,143.53968253968253,354.5
D8,200.0,200.0,143.53968253968253,354.5,CRUISE,S,D9,200.0,200.0,144.53968253968253,353.5
D9,200.0,200.0,144.53968253968253,353.5,CRUISE,E,E9,200.0,200.0,145.53968253968253,352.5
E9,200.0,200.0,145.53968253968253,352.5,CRUISE,N,E8,200.0,200.0,146.53968253968253,351.5
E8,200.0,200.0,146.53968253968253,351.5,CRUISE,E,F8,200.0,200.0,147.53968253968253,350.5
F8,200.0,200.0,147.53968253968253,350.5,CRUISE,S,F9,200.0,200.0,148.53968253968253,349.5
F9,200.0,200.0,148.53968253968253,349.5,CRUISE,E,G9,200.0,200.0,149.53968253968253,348.5
G9,200.0,200.0,149.53968253968253,348.5,CRUISE,N,G8,200.0,200.0,150.53968253968253,347.5
G8,200.0,200.0,150.53968253968253,347.5,CRUISE,E,H8,200.0,200.0,151.53968253968253,346.5
H8,200.0,200.0,151.53968253968253,346.5,CRUISE,E,I8,200.0,200.0,152.53968253968253,345.5
I8,200.0,200.0,152.53968253968253,345.5,CRUISE,E,J8,200.0,200.0,153.53968253968253,344.5
J8,200.0,200.0,153.53968253968253,344.5,CRUISE,E,K8,200.0,200.0,154.53968253968253,343.5
K8,200.0,200.0,154.53968253968253,343.5,CRUISE,E,L8,200.0,200.0,155.53968253968253,342.5
L8,200.0,200.0,155.53968253968253,342.5,CRUISE,E,M8,200.0,200.0,156.53968253968253,341.5
M8,200.0,200.0,156.53968253968253,341.5,CRUISE,E,N8,200.0,200.0,157.53968253968253,340.5
N8,200.0,200.0,157.53968253968253,340.5,CRUISE,E,O8,200.0,200.0,158.53968253968253,339.5
O8,200.0,200.0,158.53968253968253,339.5,CRUISE,E,P8,200.0,200.0,159.53968253968253,338.5
P8,200.0,200.0,159.53968253968253,338.5,CRUISE,E,Q8,200.0,200.0,160.53968253968253,337.5
Q8,200.0,200.0,160.53968253968253,337.5,CRUISE,E,R8,200.0,200.0,161.53968253968253,336.5
R8,200.0,200.0,161.53968253968253,336.5,CRUISE,E,S8,200.0,200.0,162.53968253968253,335.5
S8,200.0,200.0,162.53968253968253,335.5,CRUISE,E,T8,200.0,200.0,163.53968253968253,334.5
T8,200.0,200.0,163.53968253968253,334.5,CRUISE,E,U8,200.0,200.0,164.53968253968253,333.5
U8,200.0,200.0,164.53968253968253,333.5,CRUISE,E,V8,200.0,200.0,165.53968253968253,332.5
V8,200.0,200.0,165.53968253968253,332.5,CRUISE,E,W8,200.0,200.0,166.53968253968253,331.5
W8,200.0,200.0,166.53968253968253,331.5,CRUISE,E,X8,200.0,200.0,167.53968253968253,330.5
X8,200.0,200.0,167.53968253968253,330.5,CRUISE,E,Y8,200.0,200.0,168.53968253968253,329.5
Y8,200.0,200.0,168.53968253968253,329.5,CRUISE,E,Z8,200.0,200.0,169.53968253968253,328.5
Z8,200.0,200.0,169.53968253968253,328.5,CRUISE,E,AA8,200.0,200.0,170.53968253968253,327.5
AA8,200.0,200.0,170.53968253968253,327.5,CRUISE,S,AA9,200.0,200.0,171.53968253968253,326.5
AA9,200.0,200.0,171.53968253968253,326.5,CRUISE,W,Z9,200.0,200.0,172.53968253968253,325.5
Z9,200.0,200.0,172.53968253968253,325.5,CRUISE,W,Y9,200.0,200.0,173.53968253968253,324.5
Y9,200.0,200.0,173.53968253968253,324.5,CRUISE,W,X9,200.0,200.0,174.53968253968253,323.5
X9,200.0,200.0,174.53968253968253,323.5,CRUISE,W,W9,200.0,200.0,175.53968253968253,322.5
W9,200.0,200.0,175.53968253968253,322.5,CRUISE,W,V9,200.0,200.0,176.53968253968253,321.5
V9,200.0,200.0,176.53968253968253,321.5,CRUISE,W,U9,200.0,200.0,177.53968253968253,320.5
U9,200.0,200.0,177.53968253968253,320.5,CRUISE,W,T9,200.0,200.0,178.53968253968253,319.5
T9,200.0,200.0,178.53968253968253,319.5,CRUISE,W,S9,200.0,200.0,179.53968253968253,318.5
S9,200.0,200.0,179.53968253968253,318.5,CRUISE,W,R9,200.0,200.0,180.53968253968253,317.5
R9,200.0,200.0,180.53968253968253,317.5,CRUISE,W,Q9,200.0,200.0,181.53968253968253,316.5
Q9,200.0,200.0,181.53968253968253,316.5,CRUISE,W,P9,200.0,200.0,182.53968253968253,315.5
P9,200.0,200.0,182.53968253968253,315.5,CRUISE,W,O9,200.0,200.0,183.53968253968253,314.5
O9,200.0,200.0,183.53968253968253,314.5,CRUISE,W,N9,200.0,200.0,184.53968253968253,313.5
N9,200.0,200.0,184.53968253968253,313.5,CRUISE,W,M9,200.0,200.0,185.53968253968253,312.5
M9,200.0,200.0,185.53968253968253,312.5,CRUISE,W,L9,200.0,200.0,186.53968253968253,311.5
L9,200.0,200.0,186.53968253968253,311.5,CRUISE,W,K9,200.0,200.0,187.53968253968253,310.5
K9,200.0,200.0,187.53968253968253,310.5,CRUISE,W,J9,200.0,200.0,188.53968253968253,309.5
J9,200.0,200.0,188.53968253968253,309.5,CRUISE,W,I9,200.0,200.0,189.53968253968253,308.5
I9,200.0,200.0,189.53968253968253,308.5,CRUISE,W,H9,200.0,200.0,190.53968253968253,307.5
H9,200.0,200.0,190.53968253968253,307.5,CRUISE,S,H10,200.0,200.0,191.53968253968253,306.5
H10,200.0,200.0,191.53968253968253,306.5,CRUISE,E,I10,200.0,200.0,192.53968253968253,305.5
I10,200.0,200.0,192.53968253968253,305.5,CRUISE,E,J10,200.0,200.0,193.53968253968253,304.5
J10,200.0,200.0,193.53968253968253,304.5,CRUISE,E,K10,200.0,200.0,194.53968253968253,303.5
K10,200.0,200.0,194.53968253968253,303.5,CRUISE,E,L10,200.0,200.0,195.53968253968253,302.5
L10,200.0,200.0,195.53968253968253,302.5,CRUISE,E,M10,200.0,200.0,196.53968253968253,301.5
M10,200.0,200.0,196.53968253968253,301.5,CRUISE,E,N10,200.0,200.0,197.53968253968253,300.5
N10,200.0,200.0,197.53968253968253,300.5,CRUISE,E,O10,200.0,200.0,198.53968253968253,299.5
O10,200.0,200.0,198.53968253968253,299.5,CRUISE,E,P10,200.0,200.0,199.53968253968253,298.5
P10,200.0,200.0,199.53968253968253,298.5,CRUISE,E,Q10,200.0,200.0,200.53968253968253,297.5
Q10,200.0,200.0,200.53968253968253,297.5,CRUISE,E,R10,200.0,200.0,201.53968253968253,296.5
R10,200.0,200.0,201.53968253968253,296.5,CRUISE,E,S10,200.0,200.0,202.53968253968253,295.5
S10,200.0,200.0,202.53968253968253,295.5,CRUISE,E,T10,200.0,200.0,203.53968253968253,294.5
T10,200.0,200.0,203.53968253968253,294.5,CRUISE,E,U10,200.0,200.0,204.53968253968253,293.5
U10,200.0,200.0,204.53968253968253,293.5,CRUISE,E,V10,200.0,200.0,205.53968253968253,292.5
V10,200.0,200.0,205.53968253968253,292.5,CRUISE,E,W10,200.0,200.0,206.53968253968253,291.5
W10,200.0,200.0,206.53968253968253,291.5,CRUISE,E,X10,200.0,200.0,207.53968253968253,290.5
X10,200.0,200.0,207.53968253968253,290.5,CRUISE,E,Y10,200.0,200.0,208.53968253968253,289.5
Y10,200.0,200.0,208.53968253968253,289.5,CRUISE,E,Z10,200.0,200.0,209.53968253968253,288.5
Z10,200.0,200.0,209.53968253968253,288.5,CRUISE,S,Z11,200.0,200.0,210.53968253968253,287.5
Z11,200.0,200.0,210.53968253968253,287.5,CRUISE,W,Y11,200.0,200.0,211.53968253968253,286.5
Y11,200.0,200.0,211.53968253968253,286.5,CRUISE,W,X11,200.0,200.0,212.53968253968253,285.5
X11,200.0,200.0,212.53968253968253,285.5,CRUISE,W,W11,200.0,200.0,213.53968253968253,284.5
W11,200.0,200.0,213.53968253968253,284.5,CRUISE,W,V11,200.0,200.0,214.53968253968253,283.5
V11,200.0,200.0,214.53968253968253,283.5,CRUISE,W,U11,200.0,200.0,215.53968253968253,282.5
U11,200.0,200.0,215.53968253968253,282.5,CRUISE,W,T11,200.0,200.0,216.53968253968253,281.5
T11,200.0,200.0,216.53968253968253,281.5,CRUISE,W,S11,200.0,200.0,217.53968253968253,280.5
S11,200.0,200.0,217.53968253968253,280.5,CRUISE,W,R11,200.0,200.0,218.53968253968253,279.5
R11,200.0,200.0,218.53968253968253,279.5,CRUISE,W,Q11,200.0,200.0,219.53968253968253,278.5
Q11,200.0,200.0,219.53968253968253,278.5,CRUISE,W,P11,200.0,200.0,220.53968253968253,277.5
P11,200.0,200.0,220.53968253968253,277.5,CRUISE,W,O11,200.0,200.0,221.53968253968253,276.5
O11,200.0,200.0,221.53968253968253,276.5,CRUISE,W,N11,200.0,200.0,222.53968253968253,275.5
N11,200.0,200.0,222.53968253968253,275.5,CRUISE,W,M11,200.0,200.0,223.53968253968253,274.5
M11,200.0,200.0,223.53968253968253,274.5,CRUISE,W,L11,200.0,200.0,224.53968253968253,273.5
L11,200.0,200.0,224.53968253968253,273.5,CRUISE,W,K11,200.0,200.0,225.53968253968253,272.5
K11,200.0,200.0,225.53968253968253,272.5,CRUISE,W,J11,200.0,200.0,226.53968253968253,271.5
J11,200.0,200.0,226.53968253968253,271.5,CRUISE,W,I11,200.0,200.0,227.53968253968253,270.5
I11,200.0,200.0,227.53968253968253,270.5,CRUISE,W,H11,200.0,200.0,228.53968253968253,269.5
H11,200.0,200.0,228.53968253968253,269.5,CRUISE,S,H12,200.0,200.0,229.53968253968253,268.5
H12,200.0,200.0,229.53968253968253,268.5,CRUISE,E,I12,200.0,200.0,230.53968253968253,267.5
I12,200.0,200.0,230.53968253968253,267.5,CRUISE,E,J12,200.0,200.0,231.53968253968253,266.5
J12,200.0,200.0,231.53968253968253,266.5,CRUISE,E,K12,200.0,200.0,232.53968253968253,265.5
K12,200.0,200.0,232.53968253968253,265.5,CRUISE,E,L12,200.0,200.0,233.53968253968253,264.5
L12,200.0,200.0,233.53968253968253,264.5,CRUISE,E,M12,200.0,200.0,234.53968253968253,263.5
M12,200.0,200.0,234.53968253968253,263.5,CRUISE,E,N12,200.0,200.0,235.53968253968253,262.5
N12,200.0,200.0,235.53968253968253,262.5,CRUISE,E,O12,200.0,200.0,236.53968253968253,261.5
O12,200.0,200.0,236.53968253968253,261.5,CRUISE,E,P12,200.0,200.0,237.53968253968253,260.5
P12,200.0,200.0,237.53968253968253,260.5,CRUISE,E,Q12,200.0,200.0,238.53968253968253,259.5
Q12,200.0,200.0,238.53968253968253,259.5,CRUISE,E,R12,200.0,200.0,239.53968253968253,258.5
R12,200.0,200.0,239.53968253968253,258.5,CRUISE,E,S12,200.0,200.0,240.53968253968253,257.5
S12,200.0,200.0,240.53968253968253,257.5,CRUISE,E,T12,200.0,200.0,241.53968253968253,256.5
T12,200.0,200.0,241.53968253968253,256.5,CRUISE,E,U12,200.0,200.0,242.53968253968253,255.5
U12,200.0,200.0,242.53968253968253,255.5,CRUISE,E,V12,200.0,200.0,243.53968253968253,254.5
V12,200.0,200.0,243.53968253968253,254.5,CRUISE,E,W12,200.0,200.0,244.53968253968253,253.5
W12,200.0,200.0,244.53968253968253,253.5,CRUISE,E,X12,200.0,200.0,245.53968253968253,252.5
X12,200.0,200.0,245.53968253968253,252.5,CRUISE,E,Y12,200.0,200.0,246.53968253968253,251.5
Y12,200.0,200.0,246.53968253968253,251.5,CRUISE,E,Z12,200.0,200.0,247.53968253968253,250.5
Z12,200.0,200.0,247.53968253968253,250.5,CRUISE,S,Z13,200.0,200.0,248.53968253968253,249.5
Z13,200.0,200.0,248.53968253968253,249.5,CRUISE,W,Y13,200.0,200.0,249.53968253968253,248.5
